,Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1757,1758,528290060,SC60,RL,0.0,7750,2,None,4,Lvl,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,660.0,660.0,GasA,5,Y,SBrkr,660,660,0,1320,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2003.0,Fin,2.0,400.0,3,3,2,0,48,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,162000
1758,1759,528290170,SC60,RL,58.0,9487,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,520.0,1,0.0,395.0,915.0,GasA,5,Y,SBrkr,940,750,0,1690,1.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,2000.0,RFn,2.0,442.0,3,3,2,0,50,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,187000
1759,1760,528294010,SC60,RL,59.0,9649,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,941.0,941.0,GasA,5,Y,SBrkr,961,683,0,1644,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1999.0,RFn,2.0,460.0,3,3,2,460,42,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,185000
1760,1761,528320050,SC60,RL,160.0,15623,2,None,3,Lvl,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,4,3,PConc,5,3,2,6,2096.0,1,0.0,300.0,2396.0,GasA,5,Y,SBrkr,2411,2065,0,4476,1.0,0.0,3,1,4,1,5,10,8,2,3,Attchd,1996.0,Fin,3.0,813.0,3,3,2,171,78,0,0,0,555,4,MnPrv,No,0,Jul,2007,WD ,Abnorml,745000
1761,1762,528322020,SC60,RL,100.0,12191,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,515.0,4,3,PConc,4,3,2,6,1181.0,1,0.0,598.0,1779.0,GasA,5,Y,SBrkr,1779,772,0,2551,1.0,0.0,2,1,4,1,4,8,8,2,3,Attchd,1998.0,Fin,3.0,925.0,3,3,2,76,61,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,384500
1762,1763,528326060,SC60,RL,0.0,11000,2,None,4,Lvl,4,FR2,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,0,1,0.0,1,0.0,969.0,969.0,GasA,5,Y,SBrkr,997,1288,0,2285,0.0,0.0,2,1,4,1,4,8,8,1,3,BuiltIn,2000.0,Fin,3.0,648.0,3,3,2,0,56,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,248000
1763,1764,528327060,SC20,RL,0.0,11400,2,None,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,5,3,PConc,5,3,3,6,1282.0,1,0.0,1351.0,2633.0,GasA,5,Y,SBrkr,2633,0,0,2633,1.0,0.0,2,1,2,1,5,8,8,2,4,Attchd,2001.0,RFn,3.0,804.0,3,3,2,314,140,0,0,0,0,0,No,No,0,Mar,2007,WD ,Normal,466500
1764,1765,528340030,SC60,RL,89.0,10557,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,4,3,PConc,5,3,3,6,672.0,1,0.0,736.0,1408.0,GasA,5,Y,SBrkr,1671,1407,0,3078,1.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1998.0,Fin,3.0,806.0,3,3,2,108,87,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,410000
1765,1766,528344020,SC60,RL,74.0,11002,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,1048.0,1,0.0,341.0,1389.0,GasA,5,Y,SBrkr,1411,1171,0,2582,1.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1998.0,Fin,3.0,758.0,3,3,2,286,60,0,0,0,0,0,No,No,0,Jan,2007,WD ,Normal,322500
1766,1767,528348030,SC60,RL,83.0,10790,2,None,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,275.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1066.0,1066.0,GasA,5,Y,SBrkr,1108,1277,0,2385,0.0,0.0,2,1,4,1,4,8,8,1,3,BuiltIn,1998.0,Fin,3.0,600.0,3,3,2,120,38,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,252000
1767,1768,528351010,SC60,RL,104.0,21535,2,None,3,Lvl,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,5,3,PConc,5,3,3,6,1455.0,1,0.0,989.0,2444.0,GasA,5,Y,SBrkr,2444,1872,0,4316,0.0,1.0,3,1,4,1,5,10,8,2,5,Attchd,1994.0,Fin,3.0,832.0,3,3,2,382,50,0,0,0,0,0,No,No,0,Jan,2007,WD ,Normal,755000
1768,1769,528354060,SC60,RL,92.0,9920,2,None,3,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,2,6,862.0,1,0.0,255.0,1117.0,GasA,5,Y,SBrkr,1127,886,0,2013,1.0,0.0,2,1,3,1,3,8,8,1,3,Attchd,1997.0,Unf,2.0,455.0,3,3,2,180,130,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,269790
1769,1770,528354110,SC60,RL,95.0,11787,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,4,3,PConc,4,3,0,6,719.0,1,0.0,660.0,1379.0,GasA,5,Y,SBrkr,1383,1015,0,2398,1.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1996.0,Fin,3.0,834.0,3,3,2,239,60,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,315750
1770,1771,528358040,SC60,RL,82.0,9950,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,0,6,565.0,1,0.0,638.0,1203.0,GasA,5,Y,SBrkr,1214,1306,0,2520,0.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1995.0,RFn,3.0,721.0,3,3,2,224,114,0,0,0,0,0,No,No,0,Jun,2007,WD ,Abnorml,290000
1771,1772,528364110,SC60,RL,65.0,12257,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,4,3,2,2,56.0,5,64.0,1198.0,1318.0,GasA,5,Y,SBrkr,1328,1203,0,2531,0.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1995.0,RFn,3.0,752.0,3,3,2,222,98,0,0,0,0,0,No,No,0,Nov,2007,WD ,Normal,290000
1772,1773,528366050,SC20,RL,0.0,12692,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,0,6,1231.0,1,0.0,1969.0,3200.0,GasA,5,Y,SBrkr,3228,0,0,3228,1.0,0.0,3,0,4,1,4,10,8,1,4,Attchd,1992.0,RFn,2.0,546.0,3,3,2,264,75,291,0,0,0,0,No,No,0,May,2007,WD ,Normal,430000
1773,1774,528366070,SC60,RL,88.0,11762,2,None,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,4,3,PConc,5,3,0,6,335.0,1,0.0,770.0,1105.0,GasA,5,Y,SBrkr,1105,1097,0,2202,1.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1992.0,RFn,2.0,517.0,3,3,2,0,65,0,0,144,0,0,No,No,0,Sep,2007,WD ,Normal,263000
1774,1775,528376010,SC60,RL,82.0,9044,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,526.0,4,4,PConc,4,3,0,6,1225.0,1,0.0,100.0,1325.0,GasA,5,Y,SBrkr,1335,1203,0,2538,0.0,0.0,2,1,4,1,4,8,8,1,3,Attchd,1996.0,RFn,3.0,933.0,3,3,2,198,92,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,330000
1775,1776,528427040,SC20,RL,75.0,9910,2,None,4,Lvl,4,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1369.0,1369.0,GasA,5,Y,SBrkr,1369,0,0,1369,0.0,0.0,2,0,3,1,4,5,8,0,0,Attchd,2007.0,Unf,2.0,605.0,3,3,2,0,203,0,0,0,0,0,No,No,0,Sep,2007,New,Partial,213133
1776,1777,528427100,SC20,RL,91.0,11830,2,None,4,Lvl,4,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,4,3,PConc,4,3,0,6,1220.0,1,0.0,322.0,1542.0,GasA,5,Y,SBrkr,1542,0,0,1542,1.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2007.0,Unf,3.0,852.0,3,3,2,168,110,0,0,0,0,0,No,No,0,Jul,2007,New,Partial,260261
1777,1778,528429090,SC20,RL,84.0,11670,2,None,3,Lvl,4,Corner,3,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,5,3,PConc,5,4,0,1,0.0,1,0.0,1905.0,1905.0,GasA,5,Y,SBrkr,1905,0,0,1905,0.0,0.0,2,0,3,1,5,8,8,1,4,Attchd,2006.0,Fin,3.0,788.0,3,3,2,0,191,0,0,0,0,0,No,No,0,Mar,2007,WD ,Normal,320000
1778,1779,528429110,SC20,RL,49.0,15256,2,None,3,Lvl,4,CulDSac,3,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4,3,3,6,929.0,1,0.0,556.0,1485.0,GasA,5,Y,SBrkr,1464,0,0,1464,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2007.0,Unf,3.0,754.0,3,3,2,168,160,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,282922
1779,1780,528431030,SC20,RL,76.0,10612,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,4,3,PConc,4,3,1,6,28.0,1,0.0,1496.0,1524.0,GasA,4,Y,SBrkr,1534,0,0,1534,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2006.0,Fin,2.0,484.0,3,3,2,168,46,0,0,0,0,0,No,No,0,Jan,2007,WD ,Family,215000
1780,1781,528431040,SC20,RL,98.0,12291,2,None,3,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,754.0,5,3,PConc,5,3,2,6,1572.0,1,0.0,394.0,1966.0,GasA,5,Y,SBrkr,1966,0,0,1966,1.0,0.0,2,0,1,1,5,6,8,1,4,Attchd,2007.0,Fin,3.0,1092.0,3,3,2,76,52,0,0,0,0,0,No,No,0,Oct,2007,New,Partial,419005
1781,1782,528431050,SC20,RL,116.0,13501,2,None,3,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,4,3,PConc,4,3,0,6,63.0,1,0.0,1560.0,1623.0,GasA,5,Y,SBrkr,1636,0,0,1636,1.0,0.0,2,0,3,1,4,8,8,1,4,Attchd,2006.0,RFn,3.0,865.0,3,3,2,0,60,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,255000
1782,1783,528431110,SC20,RL,75.0,9986,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1795.0,1795.0,GasA,5,Y,SBrkr,1795,0,0,1795,0.0,0.0,2,0,2,1,4,7,8,1,4,Attchd,2007.0,RFn,3.0,895.0,3,3,2,0,49,0,0,0,0,0,No,No,0,Feb,2007,New,Partial,147000
1783,1784,528435010,SC20,RL,85.0,9965,2,None,4,Lvl,4,FR2,3,Somerst,Feedr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1528.0,1528.0,GasA,5,Y,SBrkr,1528,0,0,1528,0.0,0.0,3,2,3,1,4,6,8,1,3,Attchd,2007.0,Unf,2.0,480.0,3,3,2,0,228,0,0,0,0,0,No,No,0,Sep,2007,New,Partial,235876
1784,1785,528435040,SC20,RL,79.0,9416,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,5,3,PConc,5,3,0,6,1126.0,1,0.0,600.0,1726.0,GasA,5,Y,SBrkr,1726,0,0,1726,1.0,0.0,2,0,3,1,5,8,8,1,4,Attchd,2007.0,Fin,3.0,786.0,3,3,2,171,138,0,0,266,0,0,No,No,0,Sep,2007,New,Partial,311872
1785,1786,528435060,SC20,RL,83.0,9849,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1689.0,1689.0,GasA,5,Y,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2007.0,RFn,3.0,954.0,3,3,2,0,56,0,0,0,0,0,No,No,0,Jun,2007,New,Partial,248328
1786,1787,528435070,SC20,RL,85.0,10000,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,4,3,PConc,4,4,2,1,0.0,1,0.0,1588.0,1588.0,GasA,5,Y,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2006.0,RFn,3.0,825.0,3,3,2,144,45,0,0,0,0,0,No,No,0,Dec,2007,WD ,Normal,227000
1787,1788,528439040,SC20,RL,74.0,8847,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,4,3,PConc,4,3,2,6,769.0,1,0.0,769.0,1538.0,GasA,5,Y,SBrkr,1538,0,0,1538,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2005.0,RFn,2.0,484.0,3,3,2,146,40,0,0,0,0,0,No,No,0,Dec,2007,WD ,Normal,260000
1788,1789,528439050,SC20,RL,76.0,9158,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1496.0,1496.0,GasA,5,Y,SBrkr,1496,0,0,1496,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2007.0,Fin,2.0,474.0,3,3,2,168,130,0,0,0,0,0,No,No,0,Jun,2007,New,Partial,225000
1789,1790,528439080,SC20,RL,70.0,8251,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,4,3,PConc,4,4,2,6,778.0,1,0.0,716.0,1494.0,GasA,5,Y,SBrkr,1506,0,0,1506,1.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2005.0,RFn,2.0,672.0,3,3,2,192,35,0,0,0,0,0,No,No,0,Apr,2007,WD ,Normal,249000
1790,1791,528441080,SC20,RL,75.0,10084,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,4,3,PConc,5,3,2,6,1369.0,1,0.0,317.0,1686.0,GasA,5,Y,SBrkr,1694,0,0,1694,1.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2004.0,RFn,2.0,636.0,3,3,2,255,57,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,307000
1791,1792,528445020,SC60,RL,70.0,9605,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,982.0,982.0,GasA,5,Y,SBrkr,982,995,0,1977,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2006.0,RFn,3.0,574.0,3,3,2,240,53,0,0,0,0,0,No,No,0,Jul,2007,WD ,Family,250000
1792,1793,528445070,SC60,RL,75.0,8778,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1302.0,1302.0,GasA,5,Y,SBrkr,1302,528,0,1830,0.0,0.0,2,1,3,1,4,7,8,0,0,BuiltIn,2006.0,RFn,3.0,859.0,3,3,2,0,40,0,0,0,0,0,No,No,0,Mar,2007,WD ,Normal,221300
1793,1794,528456190,SC20,FV,72.0,8640,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,24.0,1,0.0,1314.0,1338.0,GasA,5,Y,SBrkr,1338,0,0,1338,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2007.0,RFn,2.0,598.0,3,3,2,0,141,0,0,0,0,0,No,No,0,Nov,2007,New,Partial,208900
1794,1795,528456230,SC20,FV,75.0,9000,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1335.0,1335.0,GasA,5,Y,SBrkr,1335,0,0,1335,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2007.0,RFn,2.0,575.0,3,3,2,0,210,0,0,0,0,0,No,No,0,Jun,2007,New,Partial,210400
1795,1796,528458080,SC60,FV,72.0,8640,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,350.0,1,0.0,546.0,896.0,GasA,5,Y,SBrkr,896,896,0,1792,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2007.0,Fin,2.0,590.0,3,3,2,184,96,0,0,0,0,0,No,No,0,Nov,2007,New,Partial,255000
1796,1797,528458090,SC60,FV,81.0,10411,2,None,4,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,4,3,0,1,0.0,1,0.0,725.0,725.0,GasA,5,Y,SBrkr,725,863,0,1588,0.0,0.0,3,0,3,1,4,8,8,0,0,Attchd,2007.0,Unf,2.0,561.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Jul,2007,New,Partial,212109
1797,1798,528458120,SC60,FV,75.0,9000,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1088.0,1088.0,GasA,5,Y,SBrkr,1088,871,0,1959,0.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,2006.0,RFn,3.0,1025.0,3,3,2,208,46,0,0,0,0,0,No,No,0,Dec,2007,WD ,Normal,270000
1798,1799,528458130,SC60,FV,75.0,9000,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,2,6,64.0,1,0.0,1120.0,1184.0,GasA,5,Y,SBrkr,1184,1426,0,2610,0.0,0.0,2,1,4,1,5,11,8,1,4,BuiltIn,2007.0,Fin,2.0,550.0,3,3,2,208,364,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,303477
1799,1800,528458150,SC60,FV,112.0,12217,2,None,3,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,WdShing,Wd Shng,None,0.0,4,3,PConc,5,3,2,6,745.0,1,0.0,210.0,955.0,GasA,5,Y,SBrkr,955,925,0,1880,1.0,0.0,2,1,3,1,5,8,8,1,4,Attchd,2007.0,Fin,3.0,880.0,3,3,2,168,127,0,0,0,0,0,No,No,0,Dec,2007,New,Partial,310013
1800,1801,528477020,SC20,FV,84.0,11096,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1632.0,1656.0,GasA,5,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2006.0,RFn,3.0,826.0,3,3,2,0,146,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,249700
1801,1802,528480020,SC60,FV,84.0,10207,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,874.0,874.0,GasA,5,Y,SBrkr,874,887,0,1761,0.0,0.0,3,0,3,1,4,7,8,0,0,Attchd,2007.0,Fin,2.0,578.0,3,3,2,144,105,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,227875
1802,1803,528480180,SC20,FV,84.0,10440,2,None,4,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,3,PConc,4,3,1,1,0.0,1,0.0,1574.0,1574.0,GasA,5,Y,SBrkr,1584,0,0,1584,0.0,0.0,2,0,2,1,5,6,8,1,4,Attchd,2007.0,Fin,2.0,594.0,3,3,2,0,256,0,0,0,0,0,No,No,0,May,2007,New,Partial,261329
1803,1804,528482010,SC20,FV,100.0,11824,2,None,3,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1685.0,1685.0,GasA,5,Y,SBrkr,1685,0,0,1685,0.0,0.0,2,0,2,1,4,5,8,1,4,Attchd,2006.0,Fin,3.0,658.0,3,3,2,112,63,0,0,0,0,0,No,No,0,Apr,2007,WD ,Normal,253000
1804,1805,528482030,SC60,FV,85.0,10625,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1158.0,1158.0,GasA,5,Y,SBrkr,1158,1285,0,2443,0.0,0.0,2,1,4,1,4,9,6,1,4,BuiltIn,2004.0,RFn,3.0,744.0,3,3,2,193,127,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,265000
1805,1806,528482090,SC60,FV,102.0,11143,2,None,3,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1580.0,1580.0,GasA,5,Y,SBrkr,1580,886,0,2466,0.0,0.0,3,0,4,1,4,8,8,1,4,Attchd,2004.0,RFn,2.0,610.0,3,3,2,159,214,0,0,0,0,0,No,No,0,Dec,2007,WD ,Normal,340000
1806,1807,531363020,SC20,RL,63.0,7500,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,1100.0,1100.0,GasA,5,Y,SBrkr,1100,0,0,1100,0.0,0.0,1,1,3,1,3,6,8,0,0,No,,No,0.0,0.0,0,0,2,0,136,0,0,0,0,0,No,No,0,Jun,2007,New,Partial,146000
1807,1808,531363040,SC20,RL,63.0,7500,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,0,1,0.0,1,0.0,1143.0,1143.0,GasA,5,Y,SBrkr,1143,0,0,1143,0.0,0.0,1,1,3,1,4,5,8,0,0,No,,No,0.0,0.0,0,0,2,0,55,0,0,0,0,0,No,No,0,Oct,2007,WD ,Normal,147000
1808,1809,531375140,SC20,RL,60.0,12450,2,None,4,Lvl,4,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,4,3,PConc,4,3,0,6,729.0,1,0.0,365.0,1094.0,GasA,5,Y,SBrkr,1094,0,0,1094,1.0,0.0,1,0,3,1,4,6,8,0,0,Detchd,2004.0,Unf,2.0,576.0,3,3,2,0,0,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,149000
